description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Azure,2,Up 4 places+4,"£65,000",+8.33%,"3,981","7,145",13.50%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AI,8,Up 4 places+4,"£70,000",+7.69%,"5,766","4,392",8.30%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Python,11,Down -2 places-2,"£70,000",-6.66%,"3,823","3,811",7.20%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Software Engineering,13,Up 7 places+7,"£70,000",-6.66%,"3,391","3,776",7.14%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Cybersecurity,16,Up 19 places+19,"£60,000",+9.09%,"2,540","3,620",6.84%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
SQL,18,Down -5 places-5,"£57,500",-,"2,479","3,414",6.45%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AWS,20,Down -6 places-6,"£72,500",-,"2,927","3,330",6.29%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Java,54,Down -33 places-33,"£70,000",-3.44%,"1,197","1,390",2.63%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
JavaScript,68,Down -36 places-36,"£55,195",-15.08%,"1,152","1,200",2.27%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
Data Science,147,Up 16 places+16,"£70,000",-,"1,184",683,1.29%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Databricks,187,Down -115 places-115,"£84,000",+5.00%,529,539,1.02%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Snowflake,337,Down -31 places-31,"£85,000",+6.25%,277,250,0.47%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=9,9
R,440,Down -98 places-98,"£41,250",-36.53%,270,127,0.24%,3mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=14,14
Azure,3,Up 3 places+3,"£65,000",+4.00%,"3,981","11,967",12.91%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,6,Up 12 places+12,"£70,000",+5.55%,"5,766","8,733",9.42%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,9,Up 29 places+29,"£60,000",+4.04%,"2,540","7,984",8.61%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,14,Down -4 places-4,"£70,000",-3.44%,"3,823","6,666",7.19%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,16,Up 3 places+3,"£70,000",-3.44%,"3,391","6,400",6.91%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,19,Down -8 places-8,"£57,500",-4.16%,"2,479","5,833",6.29%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,21,Down -9 places-9,"£72,500",-,"2,927","5,800",6.26%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Java,59,Down -34 places-34,"£70,000",-6.66%,"1,197","2,523",2.72%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
JavaScript,73,Down -45 places-45,"£59,773",-8.04%,"1,152","2,178",2.35%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,149,Down -10 places-10,"£70,000",-2.76%,"1,184","1,239",1.34%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=4,4
Databricks,213,Down -111 places-111,"£85,000",+9.67%,529,866,0.93%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,369,Down -51 places-51,"£82,500",+3.12%,271,427,0.46%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=9,9
R,485,Down -117 places-117,"£39,756",-35.87%,269,255,0.28%,6mo,2026-06-06,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=13,13
