description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Azure,3,Up 3 places+3,"£65,000",+8.33%,"2,864","7,038",12.77%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AI,8,Up 2 places+2,"£70,000",+7.69%,"4,088","4,528",8.22%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Software Engineering,14,Up 5 places+5,"£70,000",-6.66%,"1,663","4,007",7.27%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Python,18,Down -7 places-7,"£70,000",-6.66%,"2,451","3,646",6.62%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
SQL,19,Down -5 places-5,"£57,500",-,"1,800","3,587",6.51%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Cybersecurity,20,Up 17 places+17,"£60,000",+4.34%,"1,891","3,570",6.48%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AWS,21,Down -8 places-8,"£72,500",-,"1,961","3,504",6.36%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Java,54,Down -34 places-34,"£70,000",-3.44%,690,"1,452",2.63%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
JavaScript,69,Down -34 places-34,"£57,500",-11.53%,831,"1,250",2.27%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
Data Science,156,Up 13 places+13,"£70,000",-3.44%,869,674,1.22%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Databricks,204,Down -131 places-131,"£85,000",+13.33%,348,522,0.95%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=5,5
Snowflake,367,Down -58 places-58,"£85,000",+6.25%,170,221,0.40%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=10,10
R,489,Down -148 places-148,"£65,000",+4.83%,275,88,0.16%,3mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=18,18
Azure,4,Up 3 places+3,"£65,000",+6.55%,"2,864","12,371",13.06%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,10,Up 6 places+6,"£70,000",+5.62%,"4,088","7,502",7.92%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,12,Up 7 places+7,"£70,000",-6.66%,"1,663","6,753",7.13%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,13,Down -3 places-3,"£70,000",-3.44%,"2,451","6,724",7.10%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,16,Up 21 places+21,"£60,000",+4.34%,"1,891","6,556",6.92%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,19,Down -8 places-8,"£57,500",-4.16%,"1,800","6,144",6.49%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,21,Down -9 places-9,"£72,500",-,"1,961","6,094",6.43%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Java,55,Down -28 places-28,"£70,000",-6.66%,690,"2,595",2.74%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
JavaScript,70,Down -40 places-40,"£57,500",-13.01%,831,"2,264",2.39%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,150,Down -12 places-12,"£70,000",-3.44%,869,"1,274",1.34%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=4,4
Databricks,211,Down -109 places-109,"£85,000",+9.67%,348,903,0.95%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,379,Down -58 places-58,"£85,000",+3.03%,170,426,0.45%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=9,9
R,513,Down -134 places-134,"£47,000",-24.19%,275,232,0.24%,6mo,2026-06-24,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=14,14
