description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Azure,2,Up 4 places+4,"£65,000",+8.33%,"2,034","7,336",13.90%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AI,8,Up 3 places+3,"£70,000",+7.69%,"2,081","4,413",8.36%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Python,11,Down -2 places-2,"£70,000",-3.44%,"1,675","3,901",7.39%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Software Engineering,14,Up 6 places+6,"£70,000",-6.04%,"1,108","3,730",7.07%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Cybersecurity,16,Up 17 places+17,"£60,000",+9.09%,"1,423","3,688",6.99%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
SQL,19,Down -6 places-6,"£57,500",-,"1,404","3,450",6.54%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AWS,21,Down -7 places-7,"£72,500",-,"1,351","3,343",6.33%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Java,59,Down -37 places-37,"£70,000",-3.44%,475,"1,380",2.62%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
JavaScript,67,Down -37 places-37,"£56,500",-13.07%,635,"1,249",2.37%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
Data Science,147,Up 13 places+13,"£70,000",-1.40%,545,699,1.32%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=3,3
Databricks,190,Down -120 places-120,"£82,500",+3.12%,237,553,1.05%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=5,5
Snowflake,315,Down -30 places-30,"£82,500",+3.12%,104,273,0.52%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=8,8
R,439,Down -125 places-125,"£41,250",-32.37%,194,128,0.24%,3mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=14,14
Azure,2,Up 5 places+5,"£65,000",+4.00%,"2,034","12,230",13.13%,6mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,6,Up 12 places+12,"£70,000",+5.50%,"2,081","9,557",10.26%,6mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,7,Up 30 places+30,"£60,000",+2.56%,"1,423","8,875",9.52%,6mo,2026-05-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
