description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Azure,5,Up 1 place+1,"£62,500",+4.16%,"2,526","6,814",12.39%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AI,8,Up 1 place+1,"£70,000",+7.69%,"3,527","4,504",8.19%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Software Engineering,14,Up 5 places+5,"£72,500",-3.33%,"1,616","4,076",7.41%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AWS,18,Down -4 places-4,"£72,500",-1.02%,"1,814","3,595",6.54%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
SQL,19,Down -6 places-6,"£56,100",-2.43%,"1,655","3,560",6.47%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Python,20,Down -9 places-9,"£70,000",-3.44%,"2,302","3,526",6.41%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Cybersecurity,21,Up 15 places+15,"£60,000",+4.34%,"1,579","3,513",6.39%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Java,54,Down -33 places-33,"£70,000",-3.44%,701,"1,459",2.65%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
JavaScript,65,Down -30 places-30,"£57,500",-11.53%,775,"1,281",2.33%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
Data Science,156,Up 6 places+6,"£70,000",-3.44%,778,664,1.21%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Databricks,217,Down -149 places-149,"£85,000",+13.33%,349,479,0.87%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=5,5
Snowflake,382,Down -75 places-75,"£80,000",+2.89%,152,196,0.36%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=11,11
R,491,Down -159 places-159,"£65,000",+4.83%,176,85,0.15%,3mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=19,19
Azure,4,Up 3 places+3,"£65,000",+7.43%,"2,526","12,560",13.09%,6mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,10,Up 3 places+3,"£70,000",+5.62%,"3,527","7,704",8.03%,6mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,12,Up 7 places+7,"£72,500",-3.33%,"1,616","6,877",7.17%,6mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,13,Down -3 places-3,"£70,000",-3.44%,"2,302","6,783",7.07%,6mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,18,Up 19 places+19,"£60,000",+4.34%,"1,579","6,620",6.90%,6mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,20,Down -9 places-9,"£57,500",-4.16%,"1,655","6,285",6.55%,6mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,21,Down -9 places-9,"£72,500",-,"1,814","6,264",6.53%,6mo,2026-06-30,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
