description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Azure,2,Up 4 places+4,"£65,000",+8.33%,"2,660","7,157",13.23%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AI,8,Up 4 places+4,"£72,500",+11.53%,"3,090","4,471",8.26%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Software Engineering,13,Up 5 places+5,"£70,000",-6.66%,"1,382","3,849",7.11%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Python,17,Down -8 places-8,"£70,000",-6.66%,"2,069","3,725",6.88%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Cybersecurity,18,Up 17 places+17,"£60,000",+4.34%,"1,633","3,619",6.69%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
SQL,19,Down -5 places-5,"£57,500",-,"1,847","3,499",6.47%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AWS,21,Down -8 places-8,"£75,000",+3.44%,"1,724","3,357",6.20%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Java,57,Down -38 places-38,"£70,000",-3.44%,520,"1,409",2.60%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
JavaScript,73,Down -40 places-40,"£57,500",-11.53%,676,"1,180",2.18%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
Data Science,153,Up 1 place+1,"£70,000",-3.44%,703,686,1.27%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Databricks,187,Down -117 places-117,"£85,000",+13.33%,353,554,1.02%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Snowflake,334,Down -38 places-38,"£85,000",+6.25%,153,254,0.47%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=9,9
R,491,Down -168 places-168,"£65,000",-1.88%,160,83,0.15%,3mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=19,19
Azure,3,Up 3 places+3,"£65,000",+4.00%,"2,660","12,079",13.05%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,10,Up 7 places+7,"£70,000",+5.58%,"3,090","7,201",7.78%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,12,Down -2 places-2,"£70,000",-3.44%,"2,069","6,653",7.19%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,14,Up 5 places+5,"£70,000",-6.04%,"1,382","6,530",7.05%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,15,Up 21 places+21,"£60,000",+4.34%,"1,633","6,373",6.88%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,19,Down -8 places-8,"£57,500",-4.16%,"1,847","5,916",6.39%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,20,Down -8 places-8,"£72,500",-,"1,724","5,891",6.36%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Java,54,Down -28 places-28,"£70,000",-6.66%,520,"2,562",2.77%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
JavaScript,68,Down -39 places-39,"£57,500",-11.53%,676,"2,201",2.38%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,146,Down -18 places-18,"£70,000",-3.44%,703,"1,247",1.35%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=4,4
Databricks,208,Down -111 places-111,"£85,000",+9.67%,353,880,0.95%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,372,Down -64 places-64,"£82,500",-,153,432,0.47%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=9,9
R,499,Down -140 places-140,"£42,500",-31.45%,160,244,0.26%,6mo,2026-06-13,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=13,13
