description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Azure,2,Up 4 places+4,"£65,000",+8.33%,"2,842","7,305",13.49%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AI,8,Up 4 places+4,"£71,061",+9.32%,"3,353","4,484",8.28%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Python,13,Down -4 places-4,"£70,000",-6.66%,"2,480","3,871",7.15%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Software Engineering,14,Up 4 places+4,"£70,000",-6.66%,"1,790","3,847",7.10%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Cybersecurity,18,Up 18 places+18,"£60,000",+4.34%,"1,674","3,712",6.86%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
SQL,20,Down -6 places-6,"£57,500",-,"1,890","3,497",6.46%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AWS,21,Down -8 places-8,"£72,500",-,"1,902","3,396",6.27%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Java,56,Down -36 places-36,"£70,000",-3.44%,664,"1,399",2.58%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
JavaScript,70,Down -36 places-36,"£55,195",-15.08%,833,"1,219",2.25%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
Data Science,154,Up 3 places+3,"£70,000",-3.44%,751,694,1.28%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Databricks,190,Down -117 places-117,"£84,000",+6.66%,349,552,1.02%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Snowflake,339,Down -30 places-30,"£82,500",+10.00%,162,254,0.47%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=9,9
R,445,Down -112 places-112,"£42,500",-31.45%,190,131,0.24%,3mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=14,14
Azure,3,Up 3 places+3,"£65,000",+4.00%,"2,842","12,054",13.11%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,10,Up 8 places+8,"£70,000",+5.58%,"3,353","7,193",7.83%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,12,Down -2 places-2,"£70,000",-3.44%,"2,480","6,672",7.26%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
