description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Software Engineering,14,Up 5 places+5,"£70,000",-6.04%,"1,790","6,439",7.01%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,15,Up 22 places+22,"£60,000",+4.04%,"1,674","6,416",6.98%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,19,Down -8 places-8,"£57,500",-4.16%,"1,890","5,860",6.38%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,20,Down -8 places-8,"£72,500",-,"1,902","5,821",6.33%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Java,57,Down -31 places-31,"£70,000",-6.66%,664,"2,533",2.76%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
JavaScript,69,Down -40 places-40,"£59,773",-8.04%,833,"2,173",2.36%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,145,Down -5 places-5,"£70,000",-3.10%,751,"1,256",1.37%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=3,3
Databricks,209,Down -105 places-105,"£85,000",+9.67%,349,872,0.95%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,369,Down -47 places-47,"£82,500",+1.53%,162,429,0.47%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=9,9
R,493,Down -120 places-120,"£42,442",-31.54%,190,253,0.28%,6mo,2026-06-10,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=13,13
