description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Azure,3,+4,"£65,000",+4.00%,"3,283","6,567",14.75%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AI,9,+23,"£73,500",+10.86%,"3,193","3,682",8.27%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Python,10,+1,"£67,500",-6.89%,"3,046","3,632",8.16%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Cybersecurity,12,+25,"£60,000",+4.34%,"1,560","3,483",7.82%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
SQL,16,-6,"£60,000",-,"2,460","3,021",6.79%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Software Engineering,17,+2,"£74,000",+2.06%,"1,759","3,002",6.74%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AWS,18,-6,"£70,932",-2.16%,"2,326","2,873",6.45%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Java,57,-17,"£72,500",-6.45%,898,"1,259",2.83%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
JavaScript,66,-41,"£60,000",-9.36%,"1,036","1,083",2.43%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
Data Science,146,-29,"£70,000",-6.66%,811,644,1.45%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Databricks,187,+5,"£85,000",+3.65%,399,487,1.09%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=5,5
Snowflake,289,-36,"£90,000",-2.70%,191,272,0.61%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=7,7
R,406,-76,"£39,200",-36.77%,213,132,0.30%,3mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=13,13
Azure,4,+3,"£65,000",+4.00%,"3,283","10,981",13.26%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,5,+32,"£72,500",-,"3,193","10,188",12.30%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,7,+33,"£55,000",-8.33%,"1,560","9,763",11.79%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,14,-2,"£67,500",-10.00%,"3,046","6,217",7.51%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,21,-11,"£60,000",-,"2,460","5,441",6.57%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,22,-5,"£70,000",-3.44%,"1,759","5,341",6.45%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,24,-13,"£70,079",-3.34%,"2,326","5,244",6.33%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Java,70,-29,"£75,000",-,898,"2,275",2.75%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
JavaScript,71,-47,"£57,500",-11.53%,"1,036","2,239",2.70%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,160,-40,"£71,275",+1.82%,811,"1,108",1.34%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=4,4
Databricks,222,-16,"£85,000",+9.67%,399,785,0.95%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,318,-14,"£87,500",-6.66%,191,494,0.60%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=7,7
R,418,-49,"£30,500",-50.80%,213,317,0.38%,6mo,2026-04-09,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=11,11
