description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Azure,3,+4,"£65,000",+3.17%,"3,283","6,059",14.41%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Python,9,+2,"£66,750",-5.31%,"3,046","3,401",8.09%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AI,11,+19,"£72,500",+9.35%,"3,193","3,360",7.99%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Cybersecurity,12,+23,"£58,750",+2.17%,"1,560","3,222",7.66%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Software Engineering,16,+1,"£75,000",+3.44%,"1,759","2,847",6.77%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
SQL,17,-7,"£60,000",-,"2,460","2,813",6.69%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
AWS,18,-5,"£70,079",-3.34%,"2,326","2,710",6.45%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3,1
Java,57,-18,"£70,039",-11.12%,898,"1,199",2.85%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
JavaScript,66,-39,"£60,000",-9.36%,"1,036","1,042",2.48%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=2,2
Data Science,146,-35,"£70,000",-6.04%,811,614,1.46%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=4,4
Databricks,189,+9,"£85,000",+5.26%,399,446,1.06%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=5,5
Snowflake,295,-36,"£90,000",-5.26%,191,237,0.56%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=8,8
R,378,-56,"£37,500",-39.51%,213,138,0.33%,3mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=12,12
Azure,4,+3,"£65,000",+4.00%,"3,283","10,523",13.26%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,5,+28,"£70,752",-2.41%,"3,193","9,886",12.45%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,8,+32,"£52,500",-12.50%,"1,560","9,522",12.00%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,14,-2,"£66,720",-11.04%,"3,046","6,025",7.59%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,21,-10,"£59,186",-1.35%,"2,460","5,288",6.66%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,23,-14,"£70,039",-3.39%,"2,326","5,129",6.46%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,24,-7,"£70,000",-3.44%,"1,759","5,055",6.37%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
JavaScript,68,-43,"£57,500",-12.87%,"1,036","2,244",2.83%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Java,69,-26,"£75,000",-,898,"2,210",2.78%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,158,-34,"£71,000",+1.42%,811,"1,074",1.35%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=4,4
Databricks,217,+9,"£85,000",+9.67%,399,742,0.93%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,308,+16,"£85,000",-10.52%,191,468,0.59%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=7,7
R,397,-23,"£30,500",-50.80%,213,328,0.41%,6mo,2026-04-02,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=10,10
