description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Databricks,191,Down -117 places-117,"£82,500",+3.12%,430,548,1.04%,3mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=5,5
Snowflake,321,Down -28 places-28,"£82,500",+3.12%,225,269,0.51%,3mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=8,8
R,442,Down -121 places-121,"£37,500",-39.51%,261,127,0.24%,3mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=14,14
Azure,2,Up 5 places+5,"£65,000",+4.00%,"3,219","12,188",13.11%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,6,Up 12 places+12,"£70,000",+4.41%,"4,955","9,506",10.22%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,7,Up 30 places+30,"£60,000",+1.01%,"2,118","8,833",9.50%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,14,Down -4 places-4,"£68,679",-5.27%,"3,022","6,760",7.27%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,16,Up 4 places+4,"£70,000",-5.72%,"2,523","6,296",6.77%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,18,Down -7 places-7,"£57,500",-4.16%,"2,222","5,875",6.32%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,19,Down -7 places-7,"£72,500",-,"2,371","5,765",6.20%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Java,68,Down -42 places-42,"£70,000",-6.66%,968,"2,502",2.69%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
JavaScript,75,Down -50 places-50,"£59,000",-10.87%,940,"2,225",2.39%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,157,Down -19 places-19,"£70,000",-2.76%,"1,071","1,216",1.31%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=4,4
Databricks,222,Down -125 places-125,"£85,000",+6.25%,430,851,0.92%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,368,Down -59 places-59,"£82,500",-2.94%,225,436,0.47%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=9,9
R,482,Down -122 places-122,"£37,500",-39.51%,261,270,0.29%,6mo,2026-05-28,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=12,12
